ID;Name;Year;Authors;Tittle;Abstract;Country of affiliation;Journal;Open Access
ID169;Verschoof-van der Vaart et al. 2020;2020;"Verschoof-van der Vaart, WB; Lambers, K; Kowalczyk, W; Bourgeois, QPJ";Combining Deep Learning and Location-Based Ranking for Large-Scale Archaeological Prospection of LiDAR Data from The Netherlands;This paper presents WODAN2.0, a workflow using Deep Learning for the automated detection of multiple archaeological object classes in LiDAR data from the Netherlands. WODAN2.0 is developed to rapidly and systematically map archaeology in large and complex datasets. To investigate its practical value, a large, random test dataset-next to a small, non-random dataset-was developed, which better represents the real-world situation of scarce archaeological objects in different types of complex terrain. To reduce the number of false positives caused by specific regions in the research area, a novel approach has been developed and implemented called Location-Based Ranking. Experiments show that WODAN2.0 has a performance of circa 70% for barrows and Celtic fields on the small, non-random testing dataset, while the performance on the large, random testing dataset is lower: circa 50% for barrows, circa 46% for Celtic fields, and circa 18% for charcoal kilns. The results show that the introduction of Location-Based Ranking and bagging leads to an improvement in performance varying between 17% and 35%. However, WODAN2.0 does not reach or exceed general human performance, when compared to the results of a citizen science project conducted in the same research area.;NLD;ISPRS International Journal of Geo-Information;Yes
ID170;Janzen et al. 2020;2020;"Janzen, Anneke; Bataille, Clement; Copeland, Sandi R.; Quinn, Rhonda L.; Ambrose, Stanley H.; Reed, Denne; Hamilton, Marian; Grimes, Vaughan; Richards, Michael P.; le Roux, Petrus; Roberts, Patrick";Spatial variation in bioavailable strontium isotope ratios (Sr-87/Sr-86) in Kenya and northern Tanzania: Implications for ecology, paleoanthropology, and archaeology;Eastern Africa is a key region for studying archaeological, palaeontological, and ecological movements. This region hosts critical developments in hominin and human evolution, the dispersal of food-producing populations across the continent, and some of the largest known contemporary mammalian migrations on the planet. Strontium isotope analysis of biominerals such as tooth enamel, eggshell, and other tissues in modern animals have been used to reconstruct migration, residential mobility, and provenience. The diverse geologies of Kenya and Tanzania, ranging from the Archaean Basement System rocks of the Tanzania Craton to the recent volcanics of rift valleys, make it a highly promising area for mobility and provenience studies using strontium isotope ratios (Sr-87/Sr-86). Nevertheless, the application of strontium isotope analysis to reconstruct migration and individual mobility has been limited in the region due to the lack of a map predicting biologically available (bioavailable) Sr-87/Sr-86. We present bioavailable Sr-87/Sr-86 data from a variety of modern and archaeological materials throughout Kenya and northern Tanzania. We show that Sr-87/Sr-86 of living organisms in the study area range from as low as 0.70439 for samples collected from Neogene volcanics to 0.72796 for samples collected from Precambrian Basement System rocks. We also present an Sr-87/Sr-86 map (isoscape) of Kenya and Tanzania developed using a machine-learning framework and a compilation of bioavailable Sr-87/Sr-86 data from Africa. This map provides the first predictions of bioavailable Sr-87/Sr-86 for East Africa, and represents a crucial resource for future work on ancient and modern animal and human mobility.;DEU;Palaeogeography Palaeoclimatology Palaeoecology;No
ID171;González-Molina et al. 2020;2020;"González-Molina, Irene; Jiménez-García, Blanca; Maíllo-Fernández, José-Manuel; Baquedano, Enrique; Domínguez-Rodrigo, Manuel";Distinguishing Discoid and Centripetal Levallois methods through machine learning.;In this paper, we apply Machine Learning (ML) algorithms to study the differences between Discoid and Centripetal Levallois methods. For this purpose, we have used experimentally knapped flint flakes, measuring several parameters that have been analyzed by seven ML algorithms. From these analyses, it has been possible to demonstrate the existence of statistically significant differences between Discoid products and Centripetal Levallois products, thus contributing with new data and a new method to this traditional debate. The new approach enabled differentiating the blanks created by both knapping methods with an accuracy >80% using only ten typometric variables. The most relevant variables were maximum length, width to the 25%, 50% and 75% of the flake length, external and internal platform angles, maximum width and number of dorsal scars. This study also demonstrates the advantages of the application of multivariate ML methods to lithic studies.;ESP;PloS One;Yes
ID172;Orengo et al. 2020;2020;"Orengo, Hector A.; Conesa, Francesc C.; Garcia-Molsosa, Arnau; Lobo, Agustin; Green, Adam S.; Madella, Marco; Petrie, Cameron A.";Automated detection of archaeological mounds using machine-learning classification of multisensor and multitemporal satellite data;This paper presents an innovative multisensor, multitemporal machine-learning approach using remote sensing big data for the detection of archaeological mounds in Cholistan (Pakistan). The Cholistan Desert presents one of the largest concentrations of Indus Civilization sites (from ca. 3300 to 1500 BC). Cholistan has figured prominently in theories about changes in water availability, the rise and decline of the Indus Civilization, and the transformation of fertile monsoonal alluvial plains into an extremely arid margin. This paper implements a multisensor, multitemporal machine-learning approach for the remote detection of archaeological mounds. A classifier algorithm that employs a large-scale collection of synthetic-aperture radar and multispectral images has been implemented in Google Earth Engine, resulting in an accurate probability map for mound-like signatures across an area that covers ca. 36,000 km(2). The results show that the area presents many more archaeological mounds than previously recorded, extending south and east into the desert, which has major implications for understanding the archaeological significance of the region. The detection of small (<5 ha) to large mounds (>30 ha) suggests that there were continuous shifts in settlement location. These shifts are likely to reflect responses to a dynamic and changing hydrological network and the influence of the progressive northward advance of the desert in a long-term process that culminated in the abandonment of much of the settled area during the Late Harappan period.;ESP;Proceedings of the National Academy of Sciences of the United States of America;Yes
ID173;Kogou et al. 2020;2020;"Kogou, Sotiria; Shahtahmassebi, Golnaz; Lucian, Andrei; Liang, Haida; Shui, Biwen; Zhang, Wenyuan; Su, Bomin; van Schaik, Sam";From remote sensing and machine learning to the history of the Silk Road: large scale material identification on wall paintings;Automatic remote reflectance spectral imaging of large painted areas in high resolution, from distances of tens of meters, has made the imaging of entire architectural interior feasible. However, it has significantly increased the volume of data. Here we present a machine learning based method to automatically detect 'hidden' writings and map material variations. Clustering of reflectance spectra allowed materials at inaccessible heights to be properly identified by performing non-invasive analysis on regions in the same cluster at accessible heights using a range of complementary spectroscopic techniques. The world heritage site of the Mogao caves, along the ancient Silk Road, consists of 492 richly painted Buddhist cave temples dating from the fourth to fourteenth century. Cave 465 at the northern end of the site is unique in its Indo-Tibetan tantric Buddhist style, and like many other caves, the date of its construction is still under debate. This study demonstrates the powers of an interdisciplinary approach that combines material identification, palaeographic analysis of the revealed Sanskrit writings and archaeological evidence for the dating of the cave temple paintings, narrowing it down to the late twelfth century to thirteenth century.;GBR;Scientific Reports;Yes
ID174;Febriawan 2020;2020;"Febriawan, Hendra Kurnia; Moefti, Omar; Haryanto, Dwi; Wiguna, Taufan";Detection and characterization of an archaeological wreck site in Sunda Strait, Indonesia;A number of shipwreck archaeological sites worldwide have underlined the importance of shipwreck localization and detection. Accidents that led to sinking are one of the possible causes of those shipwrecks. The shipwreck of MV Bahuga Jaya, which is located in the Sunda Strait, Indonesia could be such an example. A multibeam swath survey is a suitable technique to map the wreck location since it can produce high-resolution Digital Elevation Model (DEM) and backscatter imagery. Both the analysis of the bathymetry DEM and backscatter use visual examination. However, morphometric analysis of the DEM and texture analysis of the backscatter, subsequently combined with the machine learning classification, could give a preferable result in shipwreck detection and monitoring. In this paper, slope analysis of DEM bathymetry and texture analysis of multibeam backscatter imagery are presented. Those first-order textural features are used to carry out a Support Vector Machine (SVM) classification to separate between the wreck and non-wreck objects. A combination of SVM classification and slope analysis is investigated to detect the wreck location. Following that, K-means clustering is also performed to obtain the seabed characterization. Results indicate that the combination of machine learning and morphometric analysis can give a promising outcome in shipwreck detection. In addition, the result of K-means clustering reveals that soft seabed is more dominant than the hard seabed in the study area with 56.4% and 43.6% respectively. This study could play a role as a complementary tool to monitor and manage the shipwreck archaeological site location.;IDN;Forum geografic;Yes
ID175;Resler et al. 2021;2021;"Resler, Abraham; Yeshurun, Reuven; Natalio, Filipe; Giryes, Raja";A deep-learning model for predictive archaeology and archaeological community detection;Deep learning is a powerful tool for exploring large datasets and discovering new patterns. This work presents an account of a metric learning-based deep convolutional neural network (CNN) applied to an archaeological dataset. The proposed account speaks of three stages: training, testing/validating, and community detection. Several thousand artefact images, ranging from the Lower Palaeolithic period (1.4 million years ago) to the Late Islamic period (fourteenth century AD), were used to train the model (i.e., the CNN), to discern artefacts by site and period. After training, it attained a comparable accuracy to archaeologists in various periods. In order to test the model, it was called to identify new query images according to similarities with known (training) images. Validation blinding experiments showed that while archaeologists performed as well as the model within their field of expertise, they fell behind concerning other periods. Lastly, a community detection algorithm based on the confusion matrix data was used to discern affiliations across sites. A case-study on Levantine Natufian artefacts demonstrated the algorithm’s capacity to discern meaningful connections. As such, the model has the potential to reveal yet unknown patterns in archaeological data.;ISR;Humanities and Social Sciences Communications;Yes
ID176;Kucukdemirci et al. 2021;2021;"Kucukdemirci, M; Landeschi, G; Dell'Unto, N; Ohlsson, M";Mapping Archeological Signs From Airborne Lidar Data Using Deep Neural Networks: Primary Results;NA;SWE;Archeosciences-Revue d'Archéometrie;Yes
ID177;Barberena et al. 2021;2021;"Barberena, R; Cardillo, M; Lucero, G; le Roux, PJ; Tessone, A; Llano, C; Gasco, A; Marsh, EJ; Nuevo-Delaunay, A; Novellino, P; Frigole, C; Winocur, D; Benitez, A; Cornejo, L; Falabella, F; Sanhueza, L; Sagredo, FS; Troncoso, A; Cortegoso, V; Duran, VA; Mendez, C";Bioavailable Strontium, Human Paleogeography, and Migrations in the Southern Andes: A Machine Learning and GIS Approach;"The Andes are a unique geological and biogeographic feature of South America. From the perspective of human geography, this mountain range provides ready access to highly diverse altitudinally arranged ecosystems. The combination of a geologically and ecologically diverse landscape provides an exceptional context to explore the potential of strontium isotopes to track the movements of people and the conveyance of material culture. Here we develop an isotopic landscape of bioavailable strontium (87Sr/86Sr) that is applied to reconstruct human paleogeography across time in the southern Andes of Argentina and Chile (31 degrees-34 degrees S). These results come from a macro-regional sampling of rodents (N = 65) and plants (N = 26) from modern and archeological contexts. This \Southern Andean Strontium Transect\"" extends over 350 km across the Andes, encompassing the main geological provinces between the Pacific coast (Chile) and the eastern lowlands (Argentina). We follow a recently developed approach to isoscape construction based on Random Forest regression and GIS analysis. Our results suggest that bioavailable strontium is tightly linked with bedrock geology and offers a highly resolved proxy to track human paleogeography involving the levels of territories or daily mobility and anomalous events that disrupt home ranges, such as migration. The southern Andes provide an ideal geological setting to develop this approach, since the geological variation in rock age and composition produces distinctive isotopic signatures for each main biogeographical region. Finally, we apply this framework to a set of results from human remains from the Uspallata Valley in Mendoza (Argentina), to assess the incidence of migration in the key period of the consolidation of agropastoral economies between AD 800 and 1400. The application of the isoscape to the values from human remains confirms the persistence of human groups with relatively restricted territories encompassing Uspallata and the adjacent Precordillera between AD 800 and 1500. We also identify a pulse of human migration between AD 1280 and 1420, shortly preceding the Inka conquest. Looking forward, we expect to converge with ongoing efforts in South America to build a continental research framework to track the movement of people, animals, and artifacts across space and time.""";ARG;Frontiers in Ecology and Evolution ;Yes
ID178;Bataille et al. 2021;2021;"Bataille, Clement P.; Jaouen, Klervia; Milano, Stefania; Trost, Manuel; Steinbrenner, Sven; Crubezy, Eric; Colleter, Rozenn";Triple sulfur-oxygen-strontium isotopes probabilistic geographic assignment of archaeological remains using a novel sulfur isoscape of western Europe;Sulfur isotope composition of organic tissues is a commonly used tool for gathering information about provenance and diet in archaeology and paleoecology. However, the lack of maps predicting sulfur isotope variations on the landscape limits the possibility to use this isotopic system in quantitative geographic assignments. We compiled a database of 2,680 sulfur isotope analyses in the collagen of archaeological human and animal teeth from 221 individual locations across Western Europe. We used this isotopic compilation and remote sensing data to apply a multivariate machine-learning regression, and to predict sulfur isotope variations across Western Europe. The resulting model shows that sulfur isotope patterns are highly predictable, with 65% of sulfur isotope variations explained using only 4 variables representing marine sulfate deposition and local geological conditions. We used this novel sulfur isoscape and existing strontium and oxygen isoscapes of Western Europe to apply triple isotopes continuous-surface probabilistic geographic assignments to assess the origin of a series of teeth from local animals and humans from Brittany. We accurately and precisely constrained the origin of these individuals to limited regions of Brittany. This approach is broadly transferable to studies in archaeology and paleoecology as illustrated in a companion paper (Colleter et al. 2021).;CAN;Plos One;Yes
ID179;Friggens et al. 2021;2021;"Friggens, Megan M.; Loehman, Rachel A.; Constan, Connie I.; Kneifel, Rebekah R.";Predicting wildfire impacts on the prehistoric archaeological record of the Jemez Mountains, New Mexico, USA;"Background Wildfires of uncharacteristic severity, a consequence of climate changes and accumulated fuels, can cause amplified or novel impacts to archaeological resources. The archaeological record includes physical features associated with human activity; these exist within ecological landscapes and provide a unique long-term perspective on human-environment interactions. The potential for fire-caused damage to archaeological materials is of major concern because these resources are irreplaceable and non-renewable, have social or religious significance for living peoples, and are protected by an extensive body of legislation. Although previous studies have modeled ecological burn severity as a function of environmental setting and climate, the fidelity of these variables as predictors of archaeological fire effects has not been evaluated. This study, focused on prehistoric archaeological sites in a fire-prone and archaeologically rich landscape in the Jemez Mountains of New Mexico, USA, identified the environmental and climate variables that best predict observed fire severity and fire effects to archaeological features and artifacts. Results Machine learning models (Random Forest) indicate that topography and variables related to pre-fire weather and fuel condition are important predictors of fire effects and severity at archaeological sites. Fire effects were more likely to be present when fire-season weather was warmer and drier than average and within sites located in sloped, treed settings. Topographic predictors were highly important for distinguishing unburned, moderate, and high site burn severity as classified in post-fire archaeological assessments. High-severity impacts were more likely at archaeological sites with southern orientation or on warmer, steeper, slopes with less accumulated surface moisture, likely associated with lower fuel moistures and high potential for spreading fire. Conclusions Models for predicting where and when fires may negatively affect the archaeological record can be used to prioritize fuel treatments, inform fire management plans, and guide post-fire rehabilitation efforts, thus aiding in cultural resource preservation.";USA;Fire Ecology;Yes
ID180;Landa et al. 2021;2021;"Landa, Vlad; Shapira, Yekaterina; David, Michal; Karasik, Avshalom; Weiss, Ehud; Reuveni, Yuval; Drori, Elyashiv";Accurate classification of fresh and charred grape seeds to the varietal level, using machine learning based classification method.;"Grapevine (Vitis vinifera L.) currently includes thousands of cultivars. Discrimination between these varieties, historically done by ampelography, is done in recent decades mostly by genetic analysis. However, when aiming to identify archaeobotanical remains, which are mostly charred with extremely low genomic preservation, the application of the genomic approach is rarely successful. As a result, variety-level identification of most grape remains is currently prevented. Because grape pips are highly polymorphic, several attempts were made to utilize their morphological diversity as a classification tool, mostly using 2D image analysis technics. Here, we present a highly accurate varietal classification tool using an innovative and accessible 3D seed scanning approach. The suggested classification methodology is machine-learning-based, applied with the Iterative Closest Point (ICP) registration algorithm and the Linear Discriminant Analysis (LDA) technique. This methodology achieved classification results of 91% to 93% accuracy in average when trained by fresh or charred seeds to test fresh or charred seeds, respectively. We show that when classifying 8 groups, enhanced accuracy levels can be achieved using a \tournament\"" approach. Future development of this new methodology can lead to an effective seed classification tool, significantly improving the fields of archaeobotany, as well as general taxonomy.""";ISR;Scientific Reports;Yes
ID181;El-Hajj 2011;2021;El-Hajj, Hassan;Interferometric SAR and Machine Learning: Using Open Source Data to Detect Archaeological Looting and Destruction;Archaeological heritage in the Near East is under an ever increasing threat from multiple vectors such as looting and systematic destruction, militarization, and uncontrolled urban expansion in the absence of governmental control among others. Physically monitoring endangered sites proves to be infeasible due to the dangerous ground conditions on the one hand, and the vast area of land on which they are dispersed. In recent years, the abundant availability of Very High Resolution (VHR) imaging satellites with short revisit times meant that it was possible to monitor a large portion of these sites from space. However, such images are relatively expensive and beyond the means of many researchers and concerned local authorities. In this paper, I present an approach that uses open source data from two of the European Space Agency’s (ESA) Copernicus Constellation, Sentinel-1 and Sentinel-2 in order to generate disturbance patches, from which looting and destruction areas are classified using Machine Learning. Such an approach opens the door towards sustainable monitoring over large swaths of land over long periods of time.;DEU;Journal of Computer Applications in Archaeology;Yes
ID182;Muzzall 2021;2021;Muzzall, Evan;A Novel Ensemble Machine Learning Approach for Bioarchaeological Sex Prediction;I present a novel machine learning approach to predict sex in the bioarchaeological record. Eighteen cranial interlandmark distances and five maxillary dental metric distances were recorded from n = 420 human skeletons from the necropolises at Alfedena (600–400 BCE) and Campovalano (750–200 BCE and 9–11th Centuries CE) in central Italy. A generalized low rank model (GLRM) was used to impute missing data and Area under the Curve—Receiver Operating Characteristic (AUC-ROC) with 20-fold stratified cross-validation was used to evaluate predictive performance of eight machine learning algorithms on different subsets of the data. Additional perspectives such as this one show strong potential for sex prediction in bioarchaeological and forensic anthropological contexts. Furthermore, GLRMs have the potential to handle missing data in ways previously unexplored in the discipline. Although results of this study look promising (highest AUC-ROC = 0.9722 for predicting binary male/female sex), the main limitation is that the sexes of the individuals included were not known but were estimated using standard macroscopic bioarchaeological methods. However, future research should apply this machine learning approach to known-sex reference samples in order to better understand its value, along with the more general contributions that machine learning can make to the reconstruction of past human lifeways.;USA;Technologies;Yes
ID183;La Russa and Santagati 2021;2021;"La Russa, Federico Mario; Santagati, Cettina";An AI-based DSS for preventive conservation of museum collections in historic buildings;The study deals with the experimentation of innovative and advanced preservation methodologies for museum collections in historical buildings. In particular, this work shows the development of an algorithm, based on Machine Learning techniques, that suggests which actions to undertake in relation to thermo-hygrometric conditions. The aim is to guarantee microclimate conditions that are favorable both for collections and architecture. In order to boost the time required to gather the needed dataset a possibility is to train the decision-making model based on machine learning through the use of a synthetic dataset created via plugins connected to VPL (Visual Programming Languages) that allow the simulation of different scenarios starting from open source data. The training of the machine learning mechanism will be supervised and each solution will be “an experience” for the building from which to learn. Along the time thanks to experience and background data the decision-making system will improve the quality of his work.;ITA;Journal of Archaeological Science: Reports;No
ID184;Guyot et al. 2021;2021;"Guyot, Alexandre; Lennon, Marc; Lorho, Thierry; Hubert-Moy, Laurence";Combined Detection and Segmentation of Archeological Structures from LiDAR Data Using a Deep Learning Approach;Until recently, archeological prospection using LiDAR data was based mainly on expertbased and time-consuming visual analyses. Currently, deep learning convolutional neural networks (deep CNN) are showing potential for automatic detection of objects in many fields of application, including cultural heritage. However, these computer-vision based algorithms remain strongly restricted by the large number of samples required to train models and the need to define target classes before using the models. Moreover, the methods used to date for archaeological prospection are limited to detecting objects and cannot (semi-)automatically characterize the structures of interest. In this study, we assess the contribution of deep learning methods for detecting and characterizing archeological structures by performing object segmentation using a deep CNN approach with transfer learning. The approach was applied to a terrain visualization image derived from airborne LiDAR data within a 200 km² area in Brittany, France. Our study reveals that the approach can accurately (semi-)automatically detect, delineate, and characterize topographic anomalies, and thus provides an effective tool to inventory many archaeological structures. These results provide new perspectives for large-scale archaeological mapping.;FRA;Journal of Computer Applications in Archaeology;Yes
ID185;Castiello and Tonini 2021;2021;"Castiello, Maria Elena; Tonini, Marj";An Explorative Application of Random Forest Algorithm for Archaeological Predictive Modeling. A Swiss Case Study;"The present work proposes an innovative approach to surveys and demonstrates the effectiveness of bringing together traditional archaeological questions, such as the exploration and the analysis of settlement patterns, with the most innovative technologies related to Machine Learning. Namely, we applied Random Forest, an ensemble learning method based on decision trees, to perform archaeological predictive modeling (APM) for the Canton of Zurich, in Switzerland. This was done based on a dataset of known archaeological sites dating back to the Roman Age. The APM represents an automated decision-making and probabilistic reasoning tool that is relevant for archaeological risk assessment and cultural heritage management. Machine learning-based approaches can learn from data and make predictions, starting from the acquired knowledge, through the modeling of the hidden relationships between a set of observations, representing the dependent variable (i.e. the archeological sites), and the independent variables (i.e. the geo-environmental features prone to influence the site locations). The main objective of the present study is to assess the spatial probability of presence for Roman settlements within the study area. As results, we produced: 1) a probability map, expressing the likelihood of finding a Roman site at different locations; 2) the importance ranking of the geo-environmental features influencing the presence of the archeological sites. These outputs in our results are of paramount importance, not only in verifying the reliability of the data, but also in stimulating experts in different ways. Also, these results help evaluate the benefits and constraints of using such innovative techniques and, ultimately, help explore the performance of machine learning-based models in processing archaeological information.";CHE;Journal of Computer Applications in Archaeology;Yes
ID186;Fernée and Trimmis 2022;2022;"Fernee, CL; Trimmis, KP";The rolling stones of Bronze Age Aegean: Applying machine learning to explore the use of lithic spheres from Akrotiri, Thera;Across the Bronze Age Aegean and Eastern Mediterranean, various small spherical lithic artefacts have been discovered. The exact use of such artefacts remains a mystery, possible interpretations suggest that they are a form of counting system or counters for board games. This paper examines the largest collection of such artefacts found in the area to-date, the 746 spheres from the prehistoric town of Akrotiri in the island of Thera (Santorini). After the spheres were assessed and traditional statistical analyses were applied, machine learning was employed to further examine clustering of the spheres and to suggest potential interpretations of their manufacture, use and deposition. The paper concludes with the suggestion that the workflow proposed here, for Akrotiri, can be used to examine patterns in similar artefact groups from the Easter Mediterranean and beyond.;GBR;Journal of Archaeological Science-REPORTS;Yes
ID187;Jalandoni et al. 2022;2022;"Jalandoni, A; Zhang, YS; Zaidi, NA";On the use of Machine Learning methods in rock art research with application to automatic painted rock art identification;Rock art is globally recognized as significant, yet the resources allocated to the study and exploration of this important form of cultural heritage are often scarce. In areas where numerous rock art sites exist, much of the rock art is unidentified and therefore remains, unrecorded and unresearched. Manually identifying rock art is time-consuming, tedious, and expensive. Therefore, it is necessary to automate many processes in rock art research, which can be accomplished by Machine Learning. Artificial Intelligence (AI) and Machine Learning (ML) can greatly facilitate rock art research in many ways, such as through Object Recognition and Detection, Motif Extraction, Object Reconstruction, Image Knowledge Graphs, and Representations. This article is a reflective work on the future of ML for rock art research. As a proof-of-concept, it presents a machine learning method based on recent advances in deep learning to train a model to identify images with painted rock art (pictograms). The efficacy of the proposed method is shown using data collected from fieldwork in Australia. Furthermore, our proposed method can be used to train models that are specific to the rock art found in different regions. We provide the code and the trained models in the supplementary section.;AUS;Journal of Archaeological Science;No
ID188;Trotter et al. 2022;2022;"Trotter, Ezra Francis Leslie; Fernandes, Ana Cristina Mosebo; Fibaek, Casper Samso; Kessler, Carsten";Machine learning for automatic detection of historic stone walls using LiDAR data;Stone walls in the landscape of Denmark are protected not only for their cultural and historical significance but also for their vital role in supporting local biodiversity. Many stone wall structures have either disappeared, suffered substantial damage, or had segments removed. Additionally, as it stands today, the registry of these structures, managed by each municipality, is outdated and incomplete. Leveraging recent developments in Machine Learning and Convolutional Neural Networks (CNNs), we analyze the publicly available terrain data (40 cm resolution) derived from the Danish LiDAR data, using a U-Net-like CNN model to assess the stone walls dataset and provide for an update of the registry. While the Digital Terrain Model (DTM) alone provided good results, better results were obtained when adding Height Above Terrain (HAT) and an additional DTM layer with a Sobel filter applied. Using a pixel-wise evaluation, there was an overall agreement of 93% between ground truth and prediction of stone walls in a validation area and 88% overall agreement for the whole predicted area. Good generalizability was found when externally validating the model on new data, showing positive results for both the existing stone walls and predicting new potential ones upon visualisation. The method performed best in open areas, however positive results were also seen in forested areas, although denser areas and urban areas presented as challenging. Given the lack of a reference dataset or other studies on this specific matter, the evaluation of our study was heavily based on the stone walls registry itself complemented by visual inspection of the predictions and on the ground in the Danish municipality of ae ro. Automating the process of identifying and updating the stone walls registry in Denmark is of great relevance to the local governments. We suggest the development of a Decision Support System to allow municipalities access to the results of this method.;DNK;International Journal of Remote Sensing;Yes
ID189;Payntar 2022;2022;Payntar, Nicole D.;Archaeological heritage 'on-the-rise': detecting emerging tourist attractions in Peru using machine learning and geotagged photographs;Unlike large cities and urban heritage attractions, archaeological heritage sites in peripheral locations cannot readily absorb the impact of over-tourism. Peru's rapid growth as a tourist destination since the late 1990s has been bolstered by the popularity of its archaeological heritage sites and past civilizations, particularly in the Cuzco region. As mass tourism and issues of overcrowding have confronted visitors and heritage managers in the Cuzco region, tourists have sought alternative archaeological attractions beyond Cuzco's ticketed sites - many of which are open-access and unmonitored. By integrating large-scale internet photo datasets from Flickr and the power of computer vision and machine learning algorithms, this study identifies 'on-the-rise' (i.e. emerging) archaeological heritage attractions accessible from five Peruvian cities. The major contributions of this paper are (1) to provide a novel method capable of being scaled globally to identify emerging archaeological tourist attractions that are unmonitored by ticket sales, (2) to identify 'on-the-rise' archaeological attractions in Peru, and (3) to mitigate future risk (e.g. over-tourism, pollution, destruction and damage) at identified sites as tourist itineraries continue to expand. The identification of emerging archaeological heritage attractions is significant for targeted and sustainable heritage planning, archaeological conservation, future destination marketing and tourism development.;USA;Journal of Heritage Tourism;No
ID190;Murray et al. 2022;2022;"Murray, John K.; Oestmo, Simen; Zipkin, Andrew M.";Portable, non-destructive colorimetry and visible reflectance spectroscopy paired with machine learning can classify experimentally heat-treated silcrete from  three South African sources.;"The objective of this study was to determine if visible reflectance spectroscopy and quantitative colorimetry represent viable approaches to classifying the heat treatment state of silcrete. Silcrete is a soil duricrust that has been used as toolstone since at least the Middle Stone Age. The ancient practice of heat treating silcrete prior to knapping is of considerable interest to paleolithic archaeologists because of its implications for early modern human complex cognition generally and the ability to manipulate the material properties of stone specifically. Here, we demonstrate that our quantitative, non-invasive, and portable approach to measuring color, used in conjunction with k-Nearest Neighbors \lazy\"" machine learning, is a highly promising method for heat treatment detection. Traditional, expert human analyst approaches typically rely upon subjective assessments of color and luster and comparison to experimental reference collections. This strongly visual method can prove quite accurate, but difficult to reproduce between different analysts. In this work, we measured percent reflectance for the visible spectrum (1018 variables) and standardized color values (CIEL*a*b*) in unheated and experimentally heat-treated silcrete specimens from three sources in South Africa. k-NN classification proved highly effective with both the spectroscopy and colorimetry data sets. An important innovation was using the heat treatment state predicted by the k-NN model for the majority of replicate observations of a single specimen to predict the heat treatment state for the specimen overall. When this majority voting approach was applied to the 746 individual observations in this study, associated with 94 discrete silcrete flakes, both spectroscopy and colorimetry k-NN models yielded 0% test set misclassification rates at the specimen level.""";USA;PloS One;Yes
ID191;McPherron et al. 2022;2022;"McPherron, Shannon P.; Archer, Will; Otárola-Castillo, Erik R.; Torquato, Melissa G.; Keevil, Trevor L.";Machine learning, bootstrapping, null models, and why we are still not 100% sure which bone surface modifications were made by crocodiles.;NA;DEU;Journal of human evolution;No
ID192;Masini et al. 2022;2022;"Masini, N; Abate, N; Gizzi, FT; Vitale, V; Amodio, AM; Sileo, M; Biscione, M; Lasaponara, R; Bentivenga, M; Cavalcante, F";UAV LiDAR Based Approach for the Detection and Interpretation of Archaeological Micro Topography under Canopy-The Rediscovery of Perticara (Basilicata, Italy);This paper deals with a UAV LiDAR methodological approach for the identification and extraction of archaeological features under canopy in hilly Mediterranean environments, character-ized by complex topography and strong erosion. The presence of trees and undergrowth makes the reconnaissance of archaeological features and remains very difficult, while the erosion, increased by slope, tends to adversely affect the microtopographical features of potential archaeological interest, thus making them hardly identifiable. For the purpose of our investigations, a UAV LiDAR survey has been carried out at Perticara (located in Basilicata southern Italy), an abandoned medieval village located in a geologically fragile area, characterized by complex topography, strong erosion, and a dense forest cover. All of these characteristics pose serious challenge issues and make this site particularly significant and attractive for the setting and testing of an optimal LiDAR-based approach to analyze hilly forested regions searching for subtle archaeological features. The LiDAR based investigations were based on three steps: (i) field data acquisition and data pre-processing, (ii) data post-processing, and (iii) semi-automatic feature extraction method based on machine learning and local statistics. The results obtained from the LiDAR based analyses successfully confirmed by the field survey) made it possible to identify the lost medieval village that represents an emblematic case of settlement abandoned during the crisis of the late Middle Ages that affected most regions in southern Italy.;ITA;Remote Sensing;Yes
