Key;Item.Type;Publication.Year;Author;Title;Publication.Title;Abstract.Note;File.Attachments
KYDQQUJR;conferencePaper;2014;Wane, S;A Robotic Geospacial Surveyor;;This paper discusses the prototyping and testing of a mobile robot system programmed to follow a defined set of tram-lines calculated from a surrounding geo-fence which can be entered using mapping software or from a GPS device. The tracking method uses an on-board compass and a GPS sensor and an application to archaeological scanning is trialled. A solution to controlling the trajectory between latitude and longitude lines is formulated and implemented.;978-3-662-43645-5_35.txt
35MQB59B;conferencePaper;2018;"Li, SJ; Zhao, HG; Liu, XY; ACM";Virtual Mining Simulation of Cultural Relics Based on Virtual Reality;;The virtual mining of cultural relics is an important part of the simulation of interactive cultural relics. This paper proposes a virtual mining simulation of cultural relics based on virtual reality technology. In order to efficiently perform real-time simulation of virtual mining, the entire regular model is used to replace the discrete pit-based model composed of a large number of clay particles, and the dynamic cutting clay pit-based model using a limited number of archaeological shovel sets and the particle system are used for real-time rendering. Firstly, the mesh model and the bump map are used to construct the clay pit-based model. The calculation process is completed by the GPU, and the real-time performance is obviously improved. Then, the posture and inclination of the shovel are continuously adjusted, and obtain a set of different three-dimensional modules that intersect the shovel and pit-based models to determine the mining area. Secondly, combined with the blanking algorithm, the set of intersecting modules is eliminated, and a series of visual effects excavated are displayed to improve the three-dimensional display effect. Finally, the particle system is used for modeling to realize the special effect of soil dust around the excavation. The effectiveness of the system is proved in the experimental simulation.;3297156.3297166.txt
I8QXBXJA;conferencePaper;2017;"Xing, N; Shi, SQ; Xing, YH";Shreds Assembly Based on Character Stroke Feature;;Shredded document recovery is an important research sub-field of information security. The paper document is broken into a large number of similar shreds by the shredder. Usually these shreds imply some important information. If they are restored, it will have an important impact on judicial investigation, military command, and archaeological research. Therefore, it has a great value in research of shredded document recovery. In consideration of large differences between languages and great demands for Chinese document recovery, our study will focus on the shredded Chinese document. In this paper, a method of shredded document recovery based on character stroke feature is proposed. We use horizontal strokes to match Chinese characters. Finally the shredded document is restored. In the test of actual sample, the method proposed in this paper has achieved good recovery result. The average accuracy is 13.96% higher than the traditional algorithm. (C) 2017 The Authors. Published by Elsevier B.V.;Xing et al. - 2017 - Shreds Assembly Based on Character Stroke Feature.txt
KFU943JU;conferencePaper;1998;"Kanaya, I; Kanemoto, Y; Chen, Q; Chihara, K";Three-dimensional modeling of relic piece for virtual relic restoration;;We propose a new method for make 3-D model of relic shard and a new approach to simulate restoration of relies using the Virtual Reality technology. In this article we first describe how we build three-dimensional models of the broken shards of relies, which aims to make realistic relic models on computers for archaeological use. The shapes of the front face and the back face of shards are first digitized with a laser range Ender. The 3-D shape data of the front and back face shapes are then attached together to reconstruct the original 3-D shape of the relic shard. We also build a VR-based relic restoration environment that allows archaeologists to simulate restorations of relies so that the archaeologists can reduce errors during real restoration process of them. The reconstructed virtual relies with our method were enough accurate and realistic for archaeological use.;kanaya_2000.txt
H3GIRZCB;journalArticle;2018;Quaresma, PFCCD;A detail shape grammar. Using Alberti's column system rules to evaluate the longitudinal elevation of the nave of Sant' Andrea church generation;AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING;This paper shows the way Leon Battista Alberti treatise De Re Aedificatoria column systematization shape grammar was built, and how the longitudinal elevation of the nave of the Sant'Andrea church was designed, evidencing some steps involved in the grammar construction process, its derivation, and the partial outputs gained from the grammar evaluation. The goal of this grammar is to infer Alberti's treatise rules through a computational approach evidencing its algorithmic nature, illustrating it, and understanding the De Re Aedificatoria rules that may be applied in the generation of some parts of buildings such as the Sant'Andrea church, showing a complementary method to archaeological, bibliographical, historical ones, among others, that have been used to understand the built environment. The rules provided by the grammar may be applied to an initial insertion point to produce a complete column and to a pre-existing plan or section element of a building generating its facade. It was proved, evaluating the grammar with a simple linear regression method, to what extent the treatise influenced the design of the facade in the study.;Quaresma - 2018 - A detail shape grammar. Using Alberti's column sys.txt
CZIQMRDZ;journalArticle;2020;Mamoli, M;A shape grammar for the building-type definition of the ancient Greek and Roman library and the evaluation of library plans;AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING;This paper presents in detail a parametric shape grammar for the generation of ancient Greek and Roman library plans. Ancient Libraries showcase a significant variability of scale, monumentality, and design with the use of different architectural components, and researchers cannot identify them as easily as other building types. The grammar is in 2D and captures all the variability of libraries from the simpler forms of the Hellenistic period to the more monumental of the Roman period, creating a vast range of designs. The paper presents the grammar-generated plans of the known libraries based on the evidence in the archaeological record. A frequency analysis of the occurrence of the rules in the derivations ranks the different characteristics of libraries and the architectural forms with which they occur in the corpus, to determine the probability of specific rules and to interpret them as mandatory or optional. The contribution of this work is that the shape grammar summarizes the design principles of ancient libraries visually and helps establish the building type of the ancient library. The frequency analysis assists tremendously in the reconstruction of fragmentarily preserved ancient libraries by providing a system in the reconstruction of the missing parts, when ambiguity is involved.;Mamoli - 2020 - A shape grammar for the building-type definition o.txt
67QWKZKU;journalArticle;2010;"Kauppinen, T; Mantegari, G; Paakkarinen, P; Kuittinen, H; Hyvonen, E; Bandini, S";Determining relevance of imprecise temporal intervals for cultural heritage information retrieval;INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES;"Time is an essential concept in cultural heritage applications. Instances of temporal concepts such as time intervals are used for the annotation of cultural objects and also for querying datasets containing information about these objects. Hence it is important to match query and annotation intervals by examining their similarity or closeness. One of the problems is that in many cases time intervals are imprecise. For example, the boundaries of the \Pre-Roman age\"" and the \""Roman age\"" are inherently imprecise and it may be difficult to distinguish them with clear-cut intervals. In this paper we apply the fuzzy set theory to model imprecise time intervals in order to determine relevance of the relationship between two time intervals. We present a method for matching query and annotation intervals based on their weighted mutual overlapping and closeness. We present (1) methods for calculating these eights to produce a combined measure and (2) results of comparing the combined measure with human evaluators as a case study. The case study takes into consideration archaeological temporal information, which is in most cases inherently fuzzy, and therefore offers a particularly complex and challenging scenario. The results show that our new combined measure that utilizes different weighted measures together in rankings, performs the best in terms of precision and recall. It should be used when ranking annotation intervals according to a given query interval in cultural heritage information retrieval. Our approach intends to be generalizable: overlapping and closeness may be calculated between any two fuzzy temporal intervals. The presented procedure of using user evaluation results as a basis for assigning weights for overlapping and closeness could potentially be used to reveal weights in other domains and purposes as well. (C) 2010 Elsevier Ltd. All rights reserved.""";Kauppinen et al. - 2010 - Determining relevance of imprecise temporal interv.txt
X8T2DLKG;journalArticle;2021;"Maillo-Fernandez, JM; Jimenez-Garcia, B";Lithic technology at the Early Dabban in Hagfet ed Dabba (Cyrenaica, Libya);ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES;The Early Dabban industry was discovered in the Cyrenaica region (Northeast of Libya), considered to be representative of the early stages of the Later Stone Age in this region. This industry was defined based on the lithic assemblages recovered from Hagfet ed Dabba and the nearby Haua Fteah site. We studied the lithic material from Level VI of the Hagfet ed Dabba site, which was excavated by Prof. McBurney in 1949. The aim of the lithic production was to obtain blade/bladelets through bidirectional and unidirectional prismatic methods. Blanks are of two types: wide, non-curved and straight blade/bladelets and narrow and pointed blades/bladelets. The blanks were modified mostly into backed pieces/points and Chamfered pieces. We discuss the role and possible contacts of the Dabban in understanding the Later Stone Age in northern Africa and the Initial Upper Palaeolithic and Upper Palaeolithic in the Near East. Following the technological analysis of Level VI, we consider the Early Dabban as representing an independent and local industry of the Early Later Stone Age with possible influences from the Levantine IUP and Ahmarian industries. Nevertheless, there is no evidence of direct affiliation with any of them, and the industry indeed portrays its own specific characteristics.;Maillo-Fernandez et Jimenez-Garcia - 2021 - Lithic technology at the Early Dabban in Hagfet ed.txt
8M82A8K6;journalArticle;2022;"Li, SB; Zhao, JH; Zhang, HM; Gong, QH; Bi, ZJ; Qu, SH";Surface Extraction and Segmentation From 3-D Underwater Sub-Bottom Point Clouds Using Enhancement Filtering and Global Energy Optimization;IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING;Nowadays, a 3-D sub-bottom profiler (SBP) can produce the point clouds of the subseabed and is gradually receiving more attention in getting geologically significant surfaces to reveal sedimentary environments and structural features. However, little literature studied the automatic extraction of these surfaces from the 3-D SBP data currently. Thus, this article proposes a hybrid method consisting of a surface extraction algorithm and a segmentation algorithm. First, the multiprofile SBP data are converted into 3-D data volume. Second, by taking full advantage of the plate-like characteristic of the layer surface in the 3-D SBP data, a plate-like enhancement filtering algorithm based on the nonuniform Gaussian scale is given to filter the 3-D data volume. Third, a threshold extraction is applied to extract surface voxels, and a hybrid region growing algorithm is put forward to segment surface voxels into basic units by combining multicriteria. Finally, the surface segmentation problem is formulated as global energy optimization, and a stepwise segmentation algorithm is proposed to get the final surface set. To verify the effectiveness of the proposed method, experiments were conducted and analyzed. The results showed that the proposed method performed well.;Li_2022a.txt
TU79CLCK;journalArticle;2022;"Zwir, I; Del-Val, C; Hintsanen, M; Cloninger, KM; Romero-Zaliz, R; Mesa, A; Arnedo, J; Salas, R; Poblete, GF; Raitoharju, E; Raitakari, O; Keltikangas-Jarvinen, L; de Erausquin, GA; Tattersall, I; Lehtimaki, T; Cloninger, CR";Evolution of genetic networks for human creativity;MOLECULAR PSYCHIATRY;The genetic basis for the emergence of creativity in modern humans remains a mystery despite sequencing the genomes of chimpanzees and Neanderthals, our closest hominid relatives. Data-driven methods allowed us to uncover networks of genes distinguishing the three major systems of modern human personality and adaptability: emotional reactivity, self-control, and self-awareness. Now we have identified which of these genes are present in chimpanzees and Neanderthals. We replicated our findings in separate analyses of three high-coverage genomes of Neanderthals. We found that Neanderthals had nearly the same genes for emotional reactivity as chimpanzees, and they were intermediate between modern humans and chimpanzees in their numbers of genes for both self-control and self-awareness. 95% of the 267 genes we found only in modern humans were not protein-coding, including many long-non-coding RNAs in the self-awareness network. These genes may have arisen by positive selection for the characteristics of human well-being and behavioral modernity, including creativity, prosocial behavior, and healthy longevity. The genes that cluster in association with those found only in modern humans are over-expressed in brain regions involved in human self-awareness and creativity, including late-myelinating and phylogenetically recent regions of neocortex for autobiographical memory in frontal, parietal, and temporal regions, as well as related components of cortico-thalamo-ponto-cerebellar-cortical and cortico-striato-cortical loops. We conclude that modern humans have more than 200 unique non-protein-coding genes regulating co-expression of many more protein-coding genes in coordinated networks that underlie their capacities for self-awareness, creativity, prosocial behavior, and healthy longevity, which are not found in chimpanzees or Neanderthals.;Zwir et al. - 2022 - Evolution of genetic networks for human creativity.txt
RMPLDKTT;conferencePaper;2014;"Kasse, P; Tsolis, D; IEEE";Semantic Archeological Sites/Monuments Management System;;This paper presents the design and implementation of a semantic archeological sites/monuments management system. The application searches additional information from DBpedia for the archeological sites/monuments locally stored in the relational database. The database records can get updated with the returned semantic information of DBpedia.;kasse_2014.txt
H2664JEP;conferencePaper;2002;"Goknar, IC; Bilgili, E; Ucan, ON; Albora, AM";Localisation of archeological sites using mufti-level cellular neural networks;;In this paper, a supervised algorithm, Mufti-Level Cellular Neural Network (ML-CNN) is introduced, developed and then applied to archeological ruins of the Hittite Empire in Turkey. ML-CNN is a stochastic image processing technique which is based on template optimisation using neighbourhood relationships of the pixels. Hittite civilization sites are among the most important archeological locations in history, one reason among others being that written documentation was first produced by them. The historical sight under investigation in this paper with the Mufti-Level CNN approach is the buried walls of the Hittite civilization in Sivas-Altinyayla region of Turkey.;NA
HR3JHSNS;journalArticle;2021;"Kucukdemirci, M; Landeschi, G; Dell'Unto, N; Ohlsson, M";Mapping Archeological Signs From Airborne Lidar Data Using Deep Neural Networks: Primary Results;ARCHEOSCIENCES-REVUE D ARCHEOMETRIE;;KUCUKDERMIRCI.txt
QYAZAPPR;journalArticle;2009;"Amigoni, F; Schiaffonati, V";The Miverva system: a step toward automatically created virutal museums;APPLIED ARTIFICIAL INTELLIGENCE;The application of artificial intelligence (AI) tools to cultural heritage yields new technological solutions for the fruition of museums and art exhibitions. In this article we present the latest version of the Minerva system, able to support the organization of virtual museums by cooperating with curators to set a collection of works of art in an environment. The new version of Minerva organizes a part of the arche-ological finds belonging to the collection of the Archeological Museum of Milan. The role of Minerva is not to substitute the curators but to assist them in setting up a museum or an art exhibition. In this perspective, Minerva carries out automatically some tasks involved in museum organization and constitutes a unique system among those oriented to cultural heritage. The experimental activities have been conducted in cooperation with archeological experts who validated the results produced by Minerva.;08839510802715159.txt
YDEAW7NW;conferencePaper;2015;"Mokom, F; Kobti, Z; ACM";Exploiting Objects as Artifacts in Multi-Agent Based Social Simulations;;In this study a recent evolution and learning model for artifacts is extended to address the ability of artificial social agents to realize their goals by adapting the exploitation of dynamic artifacts in dynamic environments over time. An implemented case study is provided incorporating the model into the multi-agent simulation of the Village EcoDynamics Project developed to study the early Pueblo Indian settlers from A.D. 600 to 1300. The dynamic landscape used for settling and farming is abstracted as an artifact and agents learn to adapt its exploitation over time by employing individual, social and population learning strategies. Comparing various strategies revealed learning through social networks while evolving the extent of the network as the best adaptive strategy. The results are consistent with archeological records as a wider margin is observed between social and non-social learners during periods known for the highest landscape variability. In addition, learning through social networks outperforms learning via cultural beliefs which is expected given the heterogeneity of the landscape.;Mokom_2015.txt
JMN92VQL;journalArticle;2012;"Adan, A; Salamanca, S; Merchan, P";A hybrid human-computer approach for recovering incomplete cultural heritage pieces;COMPUTERS & GRAPHICS-UK;The automatic reconstruction of archeological pieces through the integration of a set of unknown segments is a highly complex problem which is still being researched. When only a few segments of the original piece are available, solutions exclusively based on computational algorithms are inefficient when attempting to create a credible whole restoration. Incomplete 3D puzzles must consequently be tackled by considering hybrid human/computer strategies. This paper presents a reconstruction approach in which the knowledge of human experts and computational solutions coexist together. Hypotheses, models and integration solutions originating from both humans and computers are thus continuously updated until an agreement is reached. This semi-automatic restoration approach has been tested on a set of ancient fractured pieces belonging to the remains of Roman sculptures at the well known Merida site (Spain), and promising results have been obtained. The successful results and applicability of this method have led us to believe that computational solutions should evolve towards hybrid human-computer strategies. (C) 2011 Elsevier Ltd. All rights reserved.;j.cag.2011.10.003.txt
PFRMEWCZ;conferencePaper;2012;"Deufemia, V; Paolino, L; de Lumley, H; IEEE";Petroglyph Recognition using Self-Organizing Maps and Fuzzy Visual Language Parsing;;Petroglyphs are images carved into a rock surface by prehistoric people using a symbolic or ritual language. Although they constitute an historical patrimony of inestimable value, little efforts have been devoted to the development of automated tools for their classification and interpretation. In this work we present a new algorithm for recognizing petroglyphs within scenes composed of several engraved figures. The proposal combines an unsupervised recognizer, Self-Organizing Maps (SOM), with a fuzzy visual language parser. The first classifies the petroglyph symbols extracted from a scene by using Radon transform as shape descriptor. The latter exploits the archeological knowledge about recurring patterns within scenes to solve ambiguous interpretations. The algorithm has been evaluated on a set of 50 petroglyph scenes, containing about 500 carved symbols from Mount Bego rock art site, and achieved very promising results.;ictai.2012.119.txt
VUZNZNK4;journalArticle;2018;"Hengl, Tomislav; Walsh, Markus G.; Sanderman, Jonathan; Wheeler, Ichsani; Harrison, Sandy P.; Prentice, Iain C.";Global mapping of potential natural vegetation: an assessment of machine learning algorithms for estimating land potential.;PeerJ;Potential natural vegetation (PNV) is the vegetation cover in equilibrium with climate, that would exist at a given location if not impacted by human  activities. PNV is useful for raising public awareness about land degradation and  for estimating land potential. This paper presents results of assessing machine  learning algorithms-neural networks (nnet package), random forest (ranger),  gradient boosting (gbm), K-nearest neighborhood (class) and Cubist-for  operational mapping of PNV. Three case studies were considered: (1) global  distribution of biomes based on the BIOME 6000 data set (8,057 modern  pollen-based site reconstructions), (2) distribution of forest tree taxa in  Europe based on detailed occurrence records (1,546,435 ground observations), and  (3) global monthly fraction of absorbed photosynthetically active radiation  (FAPAR) values (30,301 randomly-sampled points). A stack of 160 global maps  representing biophysical conditions over land, including atmospheric, climatic,  relief, and lithologic variables, were used as explanatory variables. The overall  results indicate that random forest gives the overall best performance. The  highest accuracy for predicting BIOME 6000 classes (20) was estimated to be  between 33% (with spatial cross-validation) and 68% (simple random sub-setting),  with the most important predictors being total annual precipitation, monthly  temperatures, and bioclimatic layers. Predicting forest tree species (73)  resulted in mapping accuracy of 25%, with the most important predictors being  monthly cloud fraction, mean annual and monthly temperatures, and elevation.  Regression models for FAPAR (monthly images) gave an R-square of 90% with the  most important predictors being total annual precipitation, monthly cloud  fraction, CHELSA bioclimatic layers, and month of the year, respectively. Further  developments of PNV mapping could include using all GBIF records to map the  global distribution of plant species at different taxonomic levels. This  methodology could also be extended to dynamic modeling of PNV, so that future  climate scenarios can be incorporated. Global maps of biomes, FAPAR and tree  species at one km spatial resolution are available for download via  http://dx.doi.org/10.7910/DVN/QQHCIK.;Hengl et al. - 2018 - Global mapping of potential natural vegetation an.txt
XKQSM23Y;journalArticle;2016;"Sefer, Emre; Kingsford, Carl";Diffusion archeology for diffusion progression history reconstruction.;Knowledge and information systems;Diffusion through graphs can be used to model many real-world processes, such as the spread of diseases, social network memes, computer viruses, or water  contaminants. Often, a real-world diffusion cannot be directly observed while it  is occurring - perhaps it is not noticed until some time has passed, continuous  monitoring is too costly, or privacy concerns limit data access. This leads to  the need to reconstruct how the present state of the diffusion came to be from  partial diffusion data. Here, we tackle the problem of reconstructing a diffusion  history from one or more snapshots of the diffusion state. This ability can be  invaluable to learn when certain computer nodes are infected or which people are  the initial disease spreaders to control future diffusions. We formulate this  problem over discrete-time SEIRS-type diffusion models in terms of maximum  likelihood. We design methods that are based on submodularity and a novel  prize-collecting dominating-set vertex cover (PCDSVC) relaxation that can  identify likely diffusion steps with some provable performance guarantees. Our  methods are the first to be able to reconstruct complete diffusion histories  accurately in real and simulated situations. As a special case, they can also  identify the initial spreaders better than the existing methods for that problem.  Our results for both meme and contaminant diffusion show that the partial  diffusion data problem can be overcome with proper modeling and methods, and that  hidden temporal characteristics of diffusion can be predicted from limited data.;Sefer et Kingsford - 2016 - Diffusion archeology for diffusion progression his.txt
V3F4MLPR;journalArticle;2022;"Andirkó, Alejandro; Moriano, Juan; Vitriolo, Alessandro; Kuhlwilm, Martin; Testa, Giuseppe; Boeckx, Cedric";Temporal mapping of derived high-frequency gene variants supports the mosaic nature of the evolution of Homo sapiens.;Scientific reports;Large-scale estimations of the time of emergence of variants are essential to examine hypotheses concerning human evolution with precision. Using an open  repository of genetic variant age estimations, we offer here a temporal  evaluation of various evolutionarily relevant datasets, such as Homo  sapiens-specific variants, high-frequency variants found in genetic windows under  positive selection, introgressed variants from extinct human species, as well as  putative regulatory variants specific to various brain regions. We find a  recurrent bimodal distribution of high-frequency variants, but also evidence for  specific enrichments of gene categories in distinct time windows, pointing to  different periods of phenotypic changes, resulting in a mosaic. With a temporal  classification of genetic mutations in hand, we then applied a machine learning  tool to predict what genes have changed more in certain time windows, and which  tissues these genes may have impacted more. Overall, we provide a fine-grained  temporal mapping of derived variants in Homo sapiens that helps to illuminate the  intricate evolutionary history of our species.;Andirkó et al. - 2022 - Temporal mapping of derived high-frequency gene va.txt
7S3K55LS;journalArticle;2020;"Pedergnana, Antonella; Calandra, Ivan; Evans, Adrian A.; Bob, Konstantin; Hildebrandt, Andreas; Ollé, Andreu";Polish is quantitatively different on quartzite flakes used on different worked materials.;PloS one;Metrology has been successfully used in the last decade to quantify use-wear on stone tools. Such techniques have been mostly applied to fine-grained rocks  (chert), while studies on coarse-grained raw materials have been relatively  infrequent. In this study, confocal microscopy was employed to investigate  polished surfaces on a coarse-grained lithology, quartzite. Wear originating from  contact with five different worked materials were classified in a data-driven  approach using machine learning. Two different classifiers, a decision tree and a  support-vector machine, were used to assign the different textures to a worked  material based on a selected number of parameters (Mean density of furrows, Mean  depth of furrows, Core material volume-Vmc). The method proved successful,  presenting high scores for bone and hide (100%). The obtained classification  rates are satisfactory for the other worked materials, with the only exception of  cane, which shows overlaps with other materials. Although the results presented  here are preliminary, they can be used to develop future studies on quartzite  including enlarged sample sizes.;Pedergnana et al. - 2020 - Polish is quantitatively different on quartzite fl.txt
9RHBAEVS;journalArticle;2018;"Gao, Hongjuan; Geng, Guohua; Yang, Wen";Sex Determination of 3D Skull Based on a Novel Unsupervised Learning Method.;Computational and mathematical methods in medicine;In law enforcement investigation cases, sex determination from skull morphology is one of the important steps in establishing the identity of an individual from  unidentified human skeleton. To our knowledge, existing studies of sex  determination of the skull mostly utilize supervised learning methods to analyze  and classify data and can have limitations when applied to actual cases with the  absence of category labels in the skull samples or a large difference in the  number of male and female samples of the skull. This paper proposes a novel  approach which is based on an unsupervised classification technique in performing  sex determination of the skull of Han Chinese ethnic group. The 78 landmarks on  the outer surface of 3D skull models from computed tomography scans are marked,  and a skull dataset of a total of 40 interlandmark measurements is constructed. A  stable and efficient unsupervised algorithm which we abbreviated as MKDSIF-FCM is  proposed to address the classification problem for the skull dataset. The  experimental results of the adult skull suggest that the proposed MKDSIF-FCM  algorithm warrants fairly high sex determination accuracy for females and males,  which is 98.0% and 93.02%, respectively, and is superior to all the  classification methods we attempted. As a result of its fairly high accuracy,  extremely good stability, and the advantage of unsupervised learning, the  proposed method is potentially applicable for forensic investigations and  archaeological studies.;Gao et al. - 2018 - Sex Determination of 3D Skull Based on a Novel Uns.txt
LDCSNK6R;journalArticle;2016;"Lefebvre, Alexandre; Rochefort, Gael Y.; Santos, Frédéric; Le Denmat, Dominique; Salmon, Benjamin; Pétillon, Jean-Marc";A Non-Destructive Method for Distinguishing Reindeer Antler (Rangifer tarandus) from Red Deer Antler (Cervus elaphus) Using X-Ray Micro-Tomography Coupled with  SVM Classifiers.;PloS one;Over the last decade, biomedical 3D-imaging tools have gained widespread use in the analysis of prehistoric bone artefacts. While initial attempts to  characterise the major categories used in osseous industry (i.e. bone, antler,  and dentine/ivory) have been successful, the taxonomic determination of  prehistoric artefacts remains to be investigated. The distinction between  reindeer and red deer antler can be challenging, particularly in cases of  anthropic and/or taphonomic modifications. In addition to the range of  destructive physicochemical identification methods available (mass spectrometry,  isotopic ratio, and DNA analysis), X-ray micro-tomography (micro-CT) provides  convincing non-destructive 3D images and analyses. This paper presents the  experimental protocol (sample scans, image processing, and statistical analysis)  we have developed in order to identify modern and archaeological antler  collections (from Isturitz, France). This original method is based on bone  microstructure analysis combined with advanced statistical support vector machine  (SVM) classifiers. A combination of six microarchitecture biomarkers (bone volume  fraction, trabecular number, trabecular separation, trabecular thickness,  trabecular bone pattern factor, and structure model index) were screened using  micro-CT in order to characterise internal alveolar structure. Overall, reindeer  alveoli presented a tighter mesh than red deer alveoli, and statistical analysis  allowed us to distinguish archaeological antler by species with an accuracy of  96%, regardless of anatomical location on the antler. In conclusion, micro-CT  combined with SVM classifiers proves to be a promising additional non-destructive  method for antler identification, suitable for archaeological artefacts whose  degree of human modification and cultural heritage or scientific value has  previously made it impossible (tools, ornaments, etc.).;Lefebvre et al. - 2016 - A Non-Destructive Method for Distinguishing Reinde.txt
7I5KIVBM;journalArticle;2022;"Kristjansson, Dana; Bohlin, Jon; Nguyen, Truc Trung; Jugessur, Astanand; Schurr, Theodore G.";Evolution and dispersal of mitochondrial DNA haplogroup U5 in Northern Europe: insights from an unsupervised learning approach to phylogeography.;BMC genomics;BACKGROUND: We combined an unsupervised learning methodology for analyzing mitogenome sequences with maximum likelihood (ML) phylogenetics to make detailed  inferences about the evolution and diversification of mitochondrial DNA (mtDNA)  haplogroup U5, which appears at high frequencies in northern Europe. METHODS:  Haplogroup U5 mitogenome sequences were gathered from GenBank. The hierarchal  Bayesian Analysis of Population Structure (hierBAPS) method was used to generate  groups of sequences that were then projected onto a rooted maximum likelihood  (ML) phylogenetic tree to visualize the pattern of clustering. The haplogroup  statuses of the individual sequences were assessed using Haplogrep2. RESULTS: A  total of 23 hierBAPS groups were identified, all of which corresponded to  subclades defined in Phylotree, v.17. The hierBAPS groups projected onto the ML  phylogeny accurately clustered all haplotypes belonging to a specific haplogroup  in accordance with Haplogrep2. By incorporating the geographic source of each  sequence and subclade age estimates into this framework, inferences about the  diversification of U5 mtDNAs were made. Haplogroup U5 has been present in  northern Europe since the Mesolithic, and spread in both eastern and western  directions, undergoing significant diversification within Scandinavia. A review  of historical and archeological evidence attests to some of the population  interactions contributing to this pattern. CONCLUSIONS: The hierBAPS algorithm  accurately grouped mitogenome sequences into subclades in a phylogenetically  robust manner. This analysis provided new insights into the phylogeographic  structure of haplogroup U5 diversity in northern Europe, revealing a detailed  perspective on the diversity of subclades in this region and their distribution  in Scandinavian populations.;Kristjansson et al. - 2022 - Evolution and dispersal of mitochondrial DNA haplo.txt
SA3C8N3S;journalArticle;2022;"Cobo-Sánchez, Lucía; Pizarro-Monzo, Marcos; Cifuentes-Alcobendas, Gabriel; Jiménez García, Blanca; Abellán Beltrán, Natalia; Courtenay, Lloyd A.; Mabulla, Audax; Baquedano, Enrique; Domínguez-Rodrigo, Manuel";Computer vision supports primary access to meat by early Homo 1.84 million years ago.;PeerJ;Human carnivory is atypical among primates. Unlike chimpanzees and bonobos, who are known to hunt smaller monkeys and eat them immediately, human foragers often  cooperate to kill large animals and transport them to a safe location to be  shared. While it is known that meat became an important part of the hominin diet  around 2.6-2 Mya, whether intense cooperation and food sharing developed in  conjunction with the regular intake of meat remains unresolved. A widespread  assumption is that early hominins acquired animal protein through  klepto-parasitism at felid kills. This should be testable by detecting  felid-specific bone modifications and tooth marks on carcasses consumed by  hominins. Here, deep learning (DL) computer vision was used to identify agency  through the analysis of tooth pits and scores on bones recovered from the Early  Pleistocene site of DS (Bed I, Olduvai Gorge). We present the first objective  evidence of primary access to meat by hominins 1.8 Mya by showing that the most  common securely detectable bone-modifying fissipeds at the site were hyenas. The  absence of felid modifications in most of the carcasses analyzed indicates that  hominins were the primary consumers of most animals accumulated at the site, with  hyenas intervening at the post-depositional stage. This underscores the role of  hominins as a prominent part of the early Pleistocene African carnivore guild. It  also stresses the major (and potentially regular) role that meat played in the  diet that configured the emergence of early Homo.;Cobo-Sánchez et al. - 2022 - Computer vision supports primary access to meat by.txt
G99AMF6N;journalArticle;2022;"Devine, Jay; Vidal-García, Marta; Liu, Wei; Neves, Amanda; Lo Vercio, Lucas D.; Green, Rebecca M.; Richbourg, Heather A.; Marchini, Marta; Unger, Colton M.; Nickle, Audrey C.; Radford, Bethany; Young, Nathan M.; Gonzalez, Paula N.; Schuler, Robert E.; Bugacov, Alejandro; Rolian, Campbell; Percival, Christopher J.; Williams, Trevor; Niswander, Lee; Calof, Anne L.; Lander, Arthur D.; Visel, Axel; Jirik, Frank R.; Cheverud, James M.; Klein, Ophir D.; Birnbaum, Ramon Y.; Merrill, Amy E.; Ackermann, Rebecca R.; Graf, Daniel; Hemberger, Myriam; Dean, Wendy; Forkert, Nils D.; Murray, Stephen A.; Westerberg, Henrik; Marcucio, Ralph S.; Hallgrímsson, Benedikt";MusMorph, a database of standardized mouse morphology data for morphometric meta-analyses.;Scientific data;Complex morphological traits are the product of many genes with transient or lasting developmental effects that interact in anatomical context. Mouse models  are a key resource for disentangling such effects, because they offer myriad  tools for manipulating the genome in a controlled environment. Unfortunately,  phenotypic data are often obtained using laboratory-specific protocols, resulting  in self-contained datasets that are difficult to relate to one another for larger  scale analyses. To enable meta-analyses of morphological variation, particularly  in the craniofacial complex and brain, we created MusMorph, a database of  standardized mouse morphology data spanning numerous genotypes and developmental  stages, including E10.5, E11.5, E14.5, E15.5, E18.5, and adulthood. To  standardize data collection, we implemented an atlas-based phenotyping pipeline  that combines techniques from image registration, deep learning, and  morphometrics. Alongside stage-specific atlases, we provide aligned  micro-computed tomography images, dense anatomical landmarks, and segmentations  (if available) for each specimen (N?=?10,056). Our workflow is open-source to  encourage transparency and reproducible data collection. The MusMorph data and  scripts are available on FaceBase ( www.facebase.org ,  https://doi.org/10.25550/3-HXMC ) and GitHub (  https://github.com/jaydevine/MusMorph ).;Devine et al. - 2022 - MusMorph, a database of standardized mouse morphol.txt
