Key;Item.Type;Publication.Year;Author;Title;Publication.Title;Abstract.Note;File.Attachments
TW62RWZK;journalArticle;2022;"Barron, A; Denham, T";A protocol for identifying archaeological parenchyma using microCT: Steps towards a virtual reference collection;JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS;The investigation of archaeological parenchyma derived from underground storage organs (USOs) is under-represented in archaeobotany globally. Although some regional reference collections have been assembled and applied to archaeobotanical materials, these are not generally accessible to researchers. Here, the initial steps in the development of a virtual database for archaeological parenchyma are detailed. Foremost, a protocol for the microCT scanning and virtual reconstruction of modern reference material and also of archaeological parenchyma is detailed. The protocol enables a 3D virtual representation of scanned materials to be recon-structed at high resolution (the highest resolution typically being between 2 and 3 mu m), which can be interro-gated qualitatively (user-defined) and quantitatively (using automated segmentation, algorithms and eventually deep learning neural networks) to enable taxonomic differentiation and comparability. The protocol is presented to enable replicability of analysis and also to ensure standardization in the future development of an online, open access and editable, 3D virtual database of modern reference samples and archaeological parenchyma.;Barron et Denham - 2022 - A protocol for identifying archaeological parenchy.txt
FTM9Z4FQ;journalArticle;2020;"He, YH; Zhang, AX; Li, MF; Huang, YY; Quan, BG; Li, DZ; Wu, LA; Chen, LM";High-resolution sub-sampling incoherent x-ray imaging with a single-pixel detector;APL PHOTONICS;"X-ray \ghost\"" imaging has drawn great attention for its potential to obtain images with a high resolution and lower radiation dose in medical diagnosis, even with only a single-pixel detector. However, it is hard to realize with a portable x-ray source due to its low flux. Here, we demonstrate a computational x-ray ghost imaging scheme where a real bucket detector and specially designed high-efficiency modulation masks are used, together with a robust deep learning algorithm in which a compressed set of Hadamard matrices is incorporated into a multi-level wavelet convolutional neural network. With a portable incoherent x-ray source of similar to 37 mu m diameter, we have obtained an image of a real object from only 18.75% of the Nyquist sampling rate. A high imaging resolution of similar to 10 mu m has been achieved, which is required for cancer detection and so represents a concrete step toward the realization of a practical low cost x-ray ghost imaging camera for applications in biomedicine, archeology, material science, and so forth.""";He et al. - 2020 - High-resolution sub-sampling incoherent x-ray imag.txt
9ESQMVP4;journalArticle;2021;"Garcia-Molsosa, A; Orengo, HA; Lawrence, D; Philip, G; Hopper, K; Petrie, CA";Potential of deep learning segmentation for the extraction of archaeological features from historical map series;ARCHAEOLOGICAL PROSPECTION;Historical maps present a unique depiction of past landscapes, providing evidence for a wide range of information such as settlement distribution, past land use, natural resources, transport networks, toponymy and other natural and cultural data within an explicitly spatial context. Maps produced before the expansion of large-scale mechanized agriculture reflect a landscape that is lost today. Of particular interest to us is the great quantity of archaeologically relevant information that these maps recorded, both deliberately and incidentally. Despite the importance of the information they contain, researchers have only recently begun to automatically digitize and extract data from such maps as coherent information, rather than manually examine a raster image. However, these new approaches have focused on specific types of information that cannot be used directly for archaeological or heritage purposes. This paper provides a proof of concept of the application of deep learning techniques to extract archaeological information from historical maps in an automated manner. Early twentieth century colonial map series have been chosen, as they provide enough time depth to avoid many recent large-scale landscape modifications and cover very large areas (comprising several countries). The use of common symbology and conventions enhance the applicability of the method. The results show deep learning to be an efficient tool for the recovery of georeferenced, archaeologically relevant information that is represented as conventional signs, line-drawings and text in historical maps. The method can provide excellent results when an adequate training dataset has been gathered and is therefore at its best when applied to the large map series that can supply such information. The deep learning approaches described here open up the possibility to map sites and features across entire map series much more quickly and coherently than other available methods, opening up the potential to reconstruct archaeological landscapes at continental scales.;Garcia-Molsosa et al. - 2021 - Potential of deep learning segmentation for the ex.txt
REJ5RHJA;journalArticle;2019;"Gallwey, J; Eyre, M; Tonkins, M; Coggan, J";Bringing Lunar LiDAR Back Down to Earth: Mapping Our Industrial Heritage through Deep Transfer Learning;REMOTE SENSING;"This article presents a novel deep learning method for semi-automated detection of historic mining pits using aerial LiDAR data. The recent emergence of national scale remotely sensed datasets has created the potential to greatly increase the rate of analysis and recording of cultural heritage sites. However, the time and resources required to process these datasets in traditional desktop surveys presents a near insurmountable challenge. The use of artificial intelligence to carry out preliminary processing of vast areas could enable experts to prioritize their prospection focus; however, success so far has been hindered by the lack of large training datasets in this field. This study develops an innovative transfer learning approach, utilizing a deep convolutional neural network initially trained on Lunar LiDAR datasets and reapplied here in an archaeological context. Recall rates of 80% and 83% were obtained on the 0.5 m and 0.25 m resolution datasets respectively, with false positive rates maintained below 20%. These results are state of the art and demonstrate that this model is an efficient, effective tool for semi-automated object detection for this type of archaeological objects. Further tests indicated strong potential for detection of other types of archaeological objects when trained accordingly.";Gallwey et al. - 2019 - Bringing Lunar LiDAR Back Down to Earth Mapping O.txt
DN8EY7W4;journalArticle;2022;"Wunderlich, T; Wilken, D; Majchczack, BS; Segschneider, M; Rabbel, W";Hyperbola Detection with RetinaNet and Comparison of Hyperbola Fitting Methods in GPR Data from an Archaeological Site;REMOTE SENSING;Hyperbolic diffractions in Ground Penetrating Radar (GPR) data are caused by a variety of subsurface objects such as pipes, stones, or archaeological artifacts. Supplementary to their location, the propagation velocity of electromagnetic waves in the subsurface can be derived. In recent years, it was shown that deep learning tools can automatically detect hyperbola in radargrams using data measured over urban infrastructure, which are relatively clear. In contrast, in this study, we used an archaeological dataset with diverse underground structures. In the first step we used the deep learning network RetinaNet to detect hyperbola automatically and achieved an average precision of 0.58. In the next step, 10 different approaches for hyperbola fitting and thus velocity determination were applied. The derived information was validated with manually determined velocities and apex points. It was shown that hyperbola extraction by using a threshold and a column connection clustering (C3) algorithm followed by simple hyperbola fitting is the best method, which had a mean velocity error of 0.021 m/ns compared to manual determination. The average 1D velocity-depth distribution derived in 10 ns intervals was in shape comparable to the manually determined one, but had a systematic shift of about 0.01 m/ns towards higher velocities.;Wunderlich et al. - 2022 - Hyperbola Detection with RetinaNet and Comparison .txt
ZRPKMN3A;journalArticle;2022;"Banasiak, PZ; Berezowski, PL; Zaplata, R; Mielcarek, M; Duraj, K; Sterenczak, K";Semantic Segmentation (U-Net) of Archaeological Features in Airborne Laser Scanning-Example of the Bialowieza Forest;REMOTE SENSING;Airborne Laser Scanning (ALS) technology can be used to identify features of terrain relief in forested areas, possibly leading to the discovery of previously unknown archaeological monuments. Spatial interpretation of numerous objects with various shapes and sizes is a difficult challenge for archaeologists. Mapping structures with multiple elements whose area can exceed dozens of hectares, such as ancient agricultural field systems, is very time-consuming. These archaeological sites are composed of a large number of embanked fields, which together form a recognizable spatial pattern. Image classification and segmentation, as well as object recognition, are the most important tasks for deep learning neural networks (DLNN) and therefore they can be used for automatic recognition of archaeological monuments. In this study, a U-Net neural network was implemented to perform semantic segmentation of the ALS-derived data including (1) archaeological, (2) natural and (3) modern features in the Polish part of the Bialowieza Forest. The performance of the U-Net segmentation model was evaluated by measuring the pixel-wise similarity between ground truth and predicted segmentation masks. After 83 epochs, The Dice-Sorensen coefficient (F1 score) and the Intersect Over Union (IoU) metrics were 0.58 and 0.5, respectively. The IoU metric reached a value of 0.41, 0.62 and 0.62 for the ancient field system banks, ancient field system plots and burial mounds, respectively. The results of the U-Net deep learning model proved very useful in semantic segmentation of images derived from ALS data.;Banasiak et al. - 2022 - Semantic Segmentation (U-Net) of Archaeological Fe.txt
QV4IVRBN;journalArticle;2021;"Nogales, A; Delgado-Martos, E; Melchor, A; Garcia-Tejedor, AJ";ARQGAN: An evaluation of generative adversarial network approaches for automatic virtual inpainting restoration of Greek temples;EXPERT SYSTEMS WITH APPLICATIONS;Image reconstruction has received much attention and has advanced in recent years with the rise of deep learning. Deep neural models have been able to perform image-to-image translation by transferring pictorial styles, coloring old photographs or filling in missing parts. This last technique is known as image inpainting and enables restoration of damaged or missing parts of an image or photograph to obtain the complete picture. However, it is not always possible to properly define which parts are missing or to identify where they are missing, as in the case of superimposing new information on an already complete image. In this paper, we propose the use of generative adversarial networks (GANs), a well-known deep learning model, for virtual inpainting restoration of artificial landscape images containing archaeological remains of Greek temples. The network identifies key features determined by the internal logic of the architectural style denoted by the ruins and adds the missing architectural elements to obtain an image of the restored building. Unlike other studies, it does not receive any information on which elements should be added or where. Virtual inpainting restoration is capable of representing a building's envelope but also integrates particular aspects of the building related to the architectural language used for its design. The restoration of the fundamental parts of the classical Greek order was consistent, and the results were evaluated with objective metrics and through a subjective survey between academics and architects. They showed that adding segmented images to the training dataset gives better results.;Nogales et al. - 2021 - ARQGAN An evaluation of generative adversarial ne.txt
HZU4RCP5;journalArticle;2020;Sutko, DM;Theorizing femininity in artificial intelligence: a framework for undoing technology's gender troubles;CULTURAL STUDIES;"This article responds to technofeminist calls to unpack the gendered politics of technologies and create critical crossover between their representation and design. I analyze feminized artificial intelligence (Siri, Alexa, Cortana) in light of two science-fiction narratives: Tomorrow's Eve, a Victorian novel; and Her, a postmillennial film. Each story exemplifies a pivotal moment in media history: Eve the transition from symbolic to technical media; Her the transition from technical to computational media. Both stories depict a man falling in love with an artificially intelligent, feminized version of the communication media du jour. Whereas Eve and Her operate on our imaginary, Siri, Alexa, and Cortana are by our side every day, naturalizing contingent gender divisions. I address three questions: what is the cultural work accomplished by feminized AI? Which boundaries are coming down or built up? What gendered relations are (re)produced? Drawing on media archaeology, critical theory, gender studies, and media theory, this article argues the association of femininity with technology sustains differences across three dimensions: docile labour, replaceable embodiment, and artificial intelligence. This triadic framework weaves together analytic threads that often remain separate to develop a nuanced critique of femininity as a mode for domesticating new technology and technology as materializing gender relations. The discussion extends the framework to a more generalized analysis of AI as a problematic prescription for how we become machine-shaped. I advance an entangled reinterpretation of the Turing Test and suggest ethics, aesthetics, and performativity as key sites of intervention in rethinking AI design to include rather than exclude multiple forms of difference. The conclusion offers the framework as a novel heuristic for intersectional, nonreductive critiques of technology and difference.";09502386.2019.1671469.txt
PAEJ7T6I;journalArticle;2012;"Barcelo, JA; de Almeida, VM";Functional analysis from visual and non-visual data. An artificial intelligence approach;MEDITERRANEAN ARCHAEOLOGY & ARCHAEOMETRY;"Why archaeological artefacts are the way they are? In this paper we try to solve such a question by investigating the relationship between form and function. We propose new ways of studying the way behaviour in the past can be asserted on the examination of archaeological observables in the present. In any case, we take into account that there are also non-visual features characterizing ancient objects and materials (i.e., compositional information based on mass spectrometry data, chronological information based on radioactive decay measurements, etc.). Information that should make us aware of many functional properties of objects is multidimensional in nature: size, which makes reference to height, length, depth, weight and mass; shape and form, which make reference to the geometry of contours and volumes; texture, which refers to the microtopography (roughness, waviness, and lay) and visual appearance (colour variations, brightness, reflectivity and transparency) of surfaces; and finally material, meaning the combining of distinct compositional elements and properties to form a whole. With the exception of material data, the other relevant aspects for functional reasoning have been traditionally described in rather ambiguous terms, without taking into account the advantages of quantitative measurements of shape/form, and texture. Reasoning about the functionality of archaeological objects recovered at the archaeological site requires a cross-disciplinary investigation, which may also range from recognition techniques used in computer vision and robotics to reasoning, representation, and learning methods in artificial intelligence. The approach we adopt here is to follow current computational theories of object perception to ameliorate the way archaeology can deal with the explanation of human behaviour in the past (function) from the analysis of visual and non-visual data, taking into account that visual appearances and even compositional characteristics only constrain the way an object may be used, but never fully determine it.";Barcelo et de Almeida - 2012 - Functional analysis from visual and non-visual dat.txt
7QNX8XM5;journalArticle;2017;"Zhang, J; Yang, HJ; Song, HB; Zhang, Y";An Improved Archaeology Algorithm Based on Integrated Multi-Source Biological Information for Yeast Protein Interaction Network;IEEE ACCESS;"With the development of high -throughput interaction detection techniques such as tandem affinity purification (TAP) and yeast two-hybrid (Y2H), the available genome-wide protein protein interactions (PPIs) data have been increasing in recent years. Using mathematical, physical, and artificial intelligence methods, some researchers in computational biology focused on uncovering the evolutionary ages of proteins according to present PPI networks (PINs), but improving their accuracy was challenging. A plausible explanation is that they solved biological problems with non-biological techniques and did not provide much attention to biological backgrounds and meanings of proteins or their relationships. In this paper, we propose two ways to improve the accuracy of age predicting and skillfully \embedding\"" multi source biological information in each iteration of an archaeology algorithm for yeast PIN. On the one hand, we reduce the probability of reversing errors by decreasing the non-duplication protein pairs, which are obtained from 460 gene trees constructed by means of a multiple sequence alignment and the neighbor joining algorithm. On the other hand, the reliable crossover standard from different biological information sources can decrease local random errors of alternative treatment. The application of the novel algorithm to simulation data and real yeast PINs shows a marked improvement in accuracy. Our research strongly suggests that putting non-biological methods into the \""biological context\"" will bear more favorable results.""";ACCESS.2017.2690664.txt
PKTZB9YB;journalArticle;2020;"Liu, ES; Cheng, XJ; Cheng, XL; Zhou, TF; Huang, YH";Application of Three-Dimensional Laser Scanning in the Protection of Multi-Dynasty Ceramic Fragments;IEEE ACCESS;The number of fragments and the variety of primitive cultural relics unearthed in archaeology, especially the mixed fragments of several dynasties unearthed in Qinglong town, Shanghai, pose a great challenge to the manual splicing. The traditional manual comparison method is easy to cause the second damage to the cultural relics. In this paper, the edge feature is extracted based on removing the noise of point cloud, a bilateral filtering point cloud denoising algorithm based on salient features is proposed. By changing the step size and field of view, the Improved Artificial Fish Swarm Algorithm is used to get the matching strategy, and the point cloud is used to reconstruct 3D model by the Dual Quaternion Transformation method. The pairing of fragments and virtual reconstruction can effectively avoid the secondary damage of cultural relic fragments. It provides a feasible artificial intelligence solution for the protection and restoration of similar archaeological excavations.;Liu et al. - 2020 - Application of Three-Dimensional Laser Scanning in.txt
J8X2X9Q8;journalArticle;2017;"Drap, P; Papini, O; Pruno, E; Nucciotti, M; Vannini, G";Ontology-Based Photogrammetry Survey for Medieval Archaeology: Toward a 3D Geographic Information System (GIS);GEOSCIENCES;"This paper presents certain reflections concerning an interdisciplinary project between medieval archaeologists from the University of Florence (Italy) and computer science researchers from CNRS, National Center for Scientific Research, (France), aiming towards a connection between 3D spatial representation and archaeological knowledge. We try to develop an integrated system for archaeological 3D survey and all other types of archaeological data and knowledge by incorporating observable (material) and non-graphic (interpretive) data. Survey plays a central role, since it is both a metric representation of the archaeological site and, to a wider extent, an interpretation of it (being also a common basis for communication between the two teams). More specifically, 3D survey is crucial, allowing archaeologists to connect actual spatial assets to the stratigraphic formation processes (i.e., to the archaeological time) and to translate spatial observations into historical interpretation of the site. It is well known that laser scanner, photogrammetry and computer vision are very useful tools for archaeologists, although the integration of the representation of space, as well as archaeological time has not yet found a methodological standard of reference. We propose a common formalism for describing photogrammetric survey and archaeological knowledge stemming from ontologies: indeed, ontologies are fully used to model and store 3D data and archaeological knowledge. We equip this formalism with a qualitative representation of time, starting from archaeological stratigraphy. Stratigraphic analyses (both of excavated deposits and of upstanding structures) are closely related to Edward Cecil Harris's theory of the \Unit of Stratigraphication\"" (referred to as \""US\"", while a stratigraphic unit of an upstanding structure Unita Stratigrafica Murale, in Italian, will be referred to as \""USM\""). Every US is connected to the others by geometric, topological and, eventually, temporal links, and these are recorded by the 3D photogrammetric survey. However, the limitations of the Harris matrix approach led us to use another formalism for representing stratigraphic relationships, namely Qualitative Constraints Networks (QCN), which was successfully used in the domain of knowledge representation and reasoning in artificial intelligence for representing temporal relations.""";Drap et al. - 2017 - Ontology-Based Photogrammetry Survey for Medieval .txt
4B6RNNYG;journalArticle;2000;"O'Sullivan, D; Haklay, M";Agent-based models and individualism: is the world agent-based?;ENVIRONMENT AND PLANNING A-ECONOMY AND SPACE;Agent-based models (ABMs) are an increasingly popular tool in the social sciences. This trend seems likely to continue, so that they will become widely used in geography and in urban and regional planning. We present an overview of examples of these models in the life sciences, economics, planning, sociology, and archaeology. We conclude that ABMs strongly tend towards an individualist view of the social world. This point is reinforced by closer consideration of particular examples. This discussion pays attention to the inadequacy of an individualist model of society with reference to debates in social theory. We argue that because models are closed representations of an open world it is important that institutions and other social structures be explicitly included, or that their omission be explained. A tentative explanation for the bias of ABMs is offered, based on an examination of early research in artificial intelligence and distributed artificial intelligence from which disciplines the approach is derived. Some implications of these findings are discussed. We indicate some useful research directions which are beginning to tackle the individualism issue directly. We further note that the underlying assumptions of ABMs are often hidden in the implementation details. We conclude that such models must be subject to critical examination of their assumptions, and that model builders should engage with social theory if the approach is to realise its full potential.;O'Sullivan et Haklay - 2000 - Agent-based models and individualism is the world.txt
AIPNECYQ;journalArticle;2021;"Crawford, K; Paglen, T";Excavating AI: the politics of images in machine learning training sets;AI & SOCIETY;"By looking at the politics of classification within machine learning systems, this article demonstrates why the automated interpretation of images is an inherently social and political project. We begin by asking what work images do in computer vision systems, and what is meant by the claim that computers can \recognize\"" an image? Next, we look at the method for introducing images into computer systems and look at how taxonomies order the foundational concepts that will determine how a system interprets the world. Then we turn to the question of labeling: how humans tell computers which words will relate to a given image. What is at stake in the way AI systems use these labels to classify humans, including by race, gender, emotions, ability, sexuality, and personality? Finally, we turn to the purposes that computer vision is meant to serve in our society-the judgments, choices, and consequences of providing computers with these capacities. Methodologically, we call this an archeology of datasets: studying the material layers of training images and labels, cataloguing the principles and values by which taxonomies are constructed, and analyzing how these taxonomies create the parameters of intelligibility for an AI system. By doing this, we can critically engage with the underlying politics and values of a system, and analyze which normative patterns of life are assumed, supported, and reproduced.""";Crawford et Paglen - Excavating AI the politics of images in machine l.txt
YZBQS9S6;journalArticle;2013;"Praisler, Mirela; Domnisoru, Danieal; Domnisoru, Leonard";Chemometric method for the automated identification of cucuteni ceramics based on ATR-FTIR spectra;EUROPEAN JOURNAL OF SCIENCE AND THEOLOGY;A chemometric software application was developed in order to obtain an automatic identification of original Cucuteni ceramic artifacts and distinguish them from fake ceramic samples similar to those found on the black market. The software application is based on Principal Component Analysis (PCA), a method of artificial intelligence that allowed us to build multivariate models that can be used for the efficient spectral discrimination of genuine Cucuteni ceramic samples. The spectra obtained by Fourier Transform Infrared Spectroscopy with ATR-Attenuated Total Reflection (FTIR-ATR) for a set of Cucuteni ceramic samples discovered in archaeological sites from Moldova Romania were used as input database for the detection system.;PRAISLER_2013.txt
Z8WG8ZXB;journalArticle;2022;"Lyons, M; Fecher, F; Reindel, M";From LiDAR to deep learning: A case study of computer-assisted approaches to the archaeology of Guadalupe and northeast Honduras;IT-INFORMATION TECHNOLOGY;Archaeologists are interested in better understanding matters of our human past based on material culture. The tools we use to approach archaeological research questions range from the trowel and brush to, more recently, even those of artificial intelligence. As access to computing technology has increased over time, the breadth of computer-assisted methods in archaeology has also increased. This proliferation has provided us a considerable toolset towards engaging both new and longstanding questions, especially as interdisciplinary collaboration between archaeologists, computer scientists, and engineers continues to grow. As an example of an archaeological project engaging in computer-based approaches, the Guadalupe/Colon Archaeological Project is presented as a case study. Project applications and methodologies range from the regional-scale identification of sites using a geographic information system (GIS) or light detection and ranging (LiDAR) down to the microscopic scale of classifying ceramic materials with convolutional neural networks. Methods relating to the 3D modeling of sites, features, and artifacts and the benefits therein are also explored. In this paper, an overview of the methods used by the project is covered, which includes 1) predictive modeling using a GIS slope analysis for the identification of possible site locations, 2) structure from motion (SfM) drone imagery for site mapping and characterization, 3) airborne LiDAR for site identification, mapping, and characterization, 4) 3D modeling of stone features for improved visualization, 5) 3D modeling of ceramic artifacts for more efficient documentation, and 6) the application of deep learning for automated classification of ceramic materials in thin section. These approaches are discussed and critically considered with the understanding that interdisciplinary cooperation between domain experts in engineering, computer science, and archaeology is an important means of improving and expanding upon digital methodologies in archaeology as a whole.;LYONS_2022.txt
39Q5MBVW;journalArticle;2020;Lopez-Bulto, O;Wood analysis and beyond: Contribution of twice-neglected wooden materials to the wooden procurement and transformation processes at la Draga (Banyoles, Spain);JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS;Woodworking debris and formless pieces of wood are twice neglected wooden materials on archaeological sites. Initially, they are neglected as all the archaeological wooden materials are, due to their perishable nature. Secondly, they are neglected since archaeologists tend to ignore them on their analysis as they are not final products or bigger structural elements. In this paper, it will be discussed the importance that even those materials can have regarding the wood procurement and elaboration processes, which will never be entirely studied without adding debris and formless pieces of wood into the equation. Based on the archaeological example of the waterlogged Neolithic site of la Draga (Banyoles, Spain), it will be discussed the way in which wood as raw material is obtained and transported to the settlement, and the ways the elaboration process is realized.;Lopez-Bulto - 2020 - Wood analysis and beyond Contribution of twice-ne.txt
VLSKSXTX;journalArticle;2021;"Courtenay, LA; Herranz-Rodrigo, D; Gonzalez-Aguilera, D; Yravedra, J";Developments in data science solutions for carnivore tooth pit classification;SCIENTIFIC REPORTS;Competition for resources is a key question in the study of our early human evolution. From the first hominin groups, carnivores have played a fundamental role in the ecosystem. From this perspective, understanding the trophic pressure between hominins and carnivores can provide valuable insights into the context in which humans survived, interacted with their surroundings, and consequently evolved. While numerous techniques already exist for the detection of carnivore activity in archaeological and palaeontological sites, many of these techniques present important limitations. The present study builds on a number of advanced data science techniques to confront these issues, defining methods for the identification of the precise agents involved in carcass consumption and manipulation. For the purpose of this study, a large sample of 620 carnivore tooth pits is presented, including samples from bears, hyenas, jaguars, leopards, lions, wolves, foxes and African wild dogs. Using 3D modelling, geometric morphometrics, robust data modelling, and artificial intelligence algorithms, the present study obtains between 88 and 98% accuracy, with balanced overall evaluation metrics across all datasets. From this perspective, and when combined with other sources of taphonomic evidence, these results show that advanced data science techniques can be considered a valuable addition to the taphonomist's toolkit for the identification of precise carnivore agents via tooth pit morphology.;Courtenay et al. - 2021 - Developments in data science solutions for carnivo.txt
DE3S48TB;journalArticle;2021;"Zhong, H; Wang, LL; Zhang, HQ";The Application of Virtual Reality Technology in the Digital Preservation of Cultural Heritage;COMPUTER SCIENCE AND INFORMATION SYSTEMS;"Virtual reality technology involves computer graphics, artificial intelligence, network, sensor technology and many other aspects. It can use the powerful computing and graphics processing capabilities of computers to provide alternatives to the original and express its visual, tactile, and auditory technical means. According to archaeological research data And documentary records, virtual reconstruction and simulated display of the cultural heritage that has been wiped out. \Digital protection\"" of cultural heritage is a new way of protection, relying on computer technology, and the use of digital equipment to collect, save, process, output and disseminate the required information, including databases established on computer systems, So as to achieve the purpose of information sharing and dissemination. This article mainly studies the application research of virtual reality technology in the digital preservation of cultural heritage. Create an immersive environment for users, display the objects realistically in the virtual reality system, thereby digitizing the technical protection of cultural heritage";Zhong et al. - 2021 - The Application of Virtual Reality Technology in t.txt
QYAZAPPR;journalArticle;2009;"Amigoni, F; Schiaffonati, V";The Miverva system: a step toward automatically created virutal museums;APPLIED ARTIFICIAL INTELLIGENCE;The application of artificial intelligence (AI) tools to cultural heritage yields new technological solutions for the fruition of museums and art exhibitions. In this article we present the latest version of the Minerva system, able to support the organization of virtual museums by cooperating with curators to set a collection of works of art in an environment. The new version of Minerva organizes a part of the arche-ological finds belonging to the collection of the Archeological Museum of Milan. The role of Minerva is not to substitute the curators but to assist them in setting up a museum or an art exhibition. In this perspective, Minerva carries out automatically some tasks involved in museum organization and constitutes a unique system among those oriented to cultural heritage. The experimental activities have been conducted in cooperation with archeological experts who validated the results produced by Minerva.;08839510802715159.txt
JZBWCDUZ;journalArticle;2022;"Argyrou, Argyro; Agapiou, Athos";A Review of Artificial Intelligence and Remote Sensing for Archaeological Research;Remote Sensing;The documentation and protection of archaeological and cultural heritage (ACH) using remote sensing, a non-destructive tool, is increasingly popular for experts around the world, as it allows rapid searching and mapping at multiple scales, rapid analysis of multi-source data sets, and dynamic monitoring of ACH sites and their environments. The exploitation of remote sensing data and their products have seen an increased use in recent years in the fields of archaeological science and cultural heritage. Different spatial and spectral analysis datasets have been applied to distinguish archaeological remains and detect changes in the landscape over time, and, in the last decade, archaeologists have adopted more thoroughly automated object detection approaches for potential sites. These approaches included, among others, object detection methods, such as those of machine learning (ML) and deep learning (DL) algorithms, as well as convolutional neural networks (CNN) and deep learning (DL) models using aerial and satellite images, airborne and spaceborne remote sensing (ASRS), multispectral, hyperspectral images, and active methods (synthetic aperture radar (SAR) and light detection and ranging radar (LiDAR)). Researchers also refer to the potential for archaeologists to explore such artificial intelligence (AI) approaches in various ways, such as identifying archaeological features and classifying them. Here, we present a review study related to the contributions of remote sensing (RS) and artificial intelligence in archaeology. However, a main question remains open in the field of research: the rate of positive contribution of remote sensing and artificial intelligence techniques in archaeological research. The scope of this study is to summarize the state of the art related to AI and RS for archaeological research and provide some further insights into the existing literature.;Argyrou et Agapiou - 2022 - A Review of Artificial Intelligence and Remote Sen.txt
VNNRLZ29;journalArticle;2022;"Altaweel, M; Khelifi, A; Li, ZH; Squitieri, A; Basmaji, T; Ghazal, M";Automated Archaeological Feature Detection Using Deep Learning on Optical UAV Imagery: Preliminary Results;REMOTE SENSING;"This communication article provides a call for unmanned aerial vehicle (UAV) users in archaeology to make imagery data more publicly available while developing a new application to facilitate the use of a common deep learning algorithm (mask region-based convolutional neural network; Mask R-CNN) for instance segmentation. The intent is to provide specialists with a GUI-based tool that can apply annotation used for training for neural network models, enable training and development of segmentation models, and allow classification of imagery data to facilitate auto-discovery of features. The tool is generic and can be used for a variety of settings, although the tool was tested using datasets from the United Arab Emirates (UAE), Oman, Iran, Iraq, and Jordan. Current outputs suggest that trained data are able to help identify ruined structures, that is, structures such as burials, exposed building ruins, and other surface features that are in some degraded state. Additionally, qanat(s), or ancient underground channels having surface access holes, and mounded sites, which have distinctive hill-shaped features, are also identified. Other classes are also possible, and the tool helps users make their own training-based approach and feature identification classes. To improve accuracy, we strongly urge greater publication of UAV imagery data by projects using open journal publications and public repositories. This is something done in other fields with UAV data and is now needed in heritage and archaeology. Our tool is provided as part of the outputs given.";Altaweel et al. - 2022 - Automated Archaeological Feature Detection Using D.txt
BCS5N63M;journalArticle;2022;"Masini, N; Abate, N; Gizzi, FT; Vitale, V; Amodio, AM; Sileo, M; Biscione, M; Lasaponara, R; Bentivenga, M; Cavalcante, F";UAV LiDAR Based Approach for the Detection and Interpretation of Archaeological Micro Topography under Canopy-The Rediscovery of Perticara (Basilicata, Italy);REMOTE SENSING;This paper deals with a UAV LiDAR methodological approach for the identification and extraction of archaeological features under canopy in hilly Mediterranean environments, character-ized by complex topography and strong erosion. The presence of trees and undergrowth makes the reconnaissance of archaeological features and remains very difficult, while the erosion, increased by slope, tends to adversely affect the microtopographical features of potential archaeological interest, thus making them hardly identifiable. For the purpose of our investigations, a UAV LiDAR survey has been carried out at Perticara (located in Basilicata southern Italy), an abandoned medieval village located in a geologically fragile area, characterized by complex topography, strong erosion, and a dense forest cover. All of these characteristics pose serious challenge issues and make this site particularly significant and attractive for the setting and testing of an optimal LiDAR-based approach to analyze hilly forested regions searching for subtle archaeological features. The LiDAR based investigations were based on three steps: (i) field data acquisition and data pre-processing, (ii) data post-processing, and (iii) semi-automatic feature extraction method based on machine learning and local statistics. The results obtained from the LiDAR based analyses successfully confirmed by the field survey) made it possible to identify the lost medieval village that represents an emblematic case of settlement abandoned during the crisis of the late Middle Ages that affected most regions in southern Italy.;Masini et al. - 2022 - UAV LiDAR Based Approach for the Detection and Int.txt
